,Tenure,Age,Contacts,Income,Bandwidth_GB_Year,Yearly_equip_failure,Tablet,Gender,Techie
9495,66.75045,83,1,45244.55,5857.937007,1,0,1,1
4067,16.53338,71,1,3360.57,2120.151113,0,0,2,1
245,23.12150846,53,0,79993.43,2131.359827,2,0,2,0
252,15.28108311,72,0,27235.54,1811.964373,0,0,2,0
1111,11.45319603,34,2,14595.56,1763.355488,1,0,2,0
4801,8.696148,48,0,76333.6,1475.739164,0,0,2,0
1713,8.315973557,50,1,29940.45,991.7932314,0,1,1,0
50,3.343811019,62,3,4662.37,1026.387172,0,0,2,0
1835,16.00167972,26,0,18620.79,2245.475959,0,0,1,0
7896,50.54849,27,2,29228.14,4452.333316,0,1,2,0
3383,2.543632,87,2,25057.85,1286.962111,0,0,2,1
6410,52.38554,47,0,49511.19,4993.241423,0,1,1,0
4313,9.564915,57,1,114390.3,1984.206498,0,0,2,0
872,2.704019894,32,1,13359.18,476.2957809,1,1,2,0
1254,11.55776139,48,0,25866.44,1273.142721,1,0,2,0
8881,65.11343,86,0,53330.75,5372.485557,0,1,2,0
5851,63.67009,25,3,27938.0,5576.065751,0,0,0,0
5702,61.78729,68,1,21216.13,6106.678679,0,0,2,0
8103,61.16472,40,1,17078.58,5826.881326,0,1,2,0
2098,6.818283,30,2,17492.71,1280.44084,0,0,1,0
5128,70.52235,48,1,23447.42,5962.411724,0,0,2,0
248,12.00466914,56,0,16608.27,1248.626874,0,0,2,0
6561,61.11318,80,1,35175.65,5640.593251,0,0,1,0
1339,2.661961707,48,0,16502.68,688.7644008,0,0,1,0
7017,60.1246,80,2,49761.98,5021.919456,0,0,1,0
2110,5.173292,84,0,34604.65,1366.649837,0,1,2,0
1569,8.699764172,45,0,16073.46,1087.336893,1,0,1,0
1726,6.856207666,61,1,5875.01,1408.424309,1,1,1,0
8384,48.50031,43,0,12824.19,4429.501145,0,1,2,1
6940,64.11518,74,0,56878.64,5273.090225,0,0,2,0
4395,9.900853,57,0,66698.79,1880.847695,0,0,1,0
2420,10.55912,31,2,57226.99,1064.163449,1,1,2,0
3045,7.5636,61,2,13138.02,1183.25467,0,1,2,0
5503,48.03427,34,0,18848.82,4300.642039,1,0,2,0
3703,17.18815,51,1,85352.98,2692.714225,0,0,1,0
8191,56.56411,84,3,36752.22,4771.553025,0,0,2,0
5331,64.38382,56,1,151312.2,6022.975358,0,0,1,0
9808,64.27877,84,3,7415.62,5236.118143,0,0,2,0
447,10.85041661,19,3,69369.36,1738.71901,0,0,1,0
7894,52.21545,51,0,76095.68,4533.343418,0,0,2,1
8728,55.74501,25,0,13487.36,5600.149879,0,1,2,0
7828,45.25561,29,0,19153.42,3847.783663,1,0,2,0
1768,15.12166154,73,0,12134.83,1505.903299,1,0,2,0
6808,55.09689,84,2,40257.72,4896.004846,0,0,1,0
4704,12.53901,72,1,82818.2,1642.266752,0,0,1,0
3869,18.4468,77,0,128728.3,2046.091342,0,0,2,0
1655,1.424712099,23,0,102905.68,316.7739538,1,0,2,0
3187,3.949032,19,1,32559.23,1171.985659,0,0,1,0
683,7.847288476,76,1,19288.27,625.2785223,0,0,2,0
4170,7.33513,58,1,51755.55,1117.392471,0,1,2,0
4477,2.577535,46,1,22922.41,552.480335,1,0,2,0
461,13.90000955,34,2,48005.75,1266.503765,0,0,2,0
5764,67.75314,71,2,16028.17,6713.081591,0,1,1,1
7522,43.91775,66,0,14630.64,3739.86651,0,0,1,0
4502,14.86376,87,1,348.67,2089.529125,0,0,1,0
9709,66.23938,74,2,91278.45,6171.920728,0,0,2,0
318,7.272649386,82,0,29982.49,1143.826239,0,1,2,1
1145,8.417226873,67,2,45546.55,770.6307096,1,1,2,0
5094,61.57078,47,2,42429.53,6175.505483,0,0,2,0
1393,2.619468979,24,1,13935.17,534.6671843,0,0,2,0
6623,52.9098,51,3,17715.03,4918.416016,1,1,2,0
1501,18.02281027,71,2,39432.05,1688.039806,0,0,2,0
6408,66.34756,20,1,23874.86,6033.438284,0,0,2,0
376,7.065506244,57,0,66922.3,790.9469893,0,1,1,0
410,3.778575882,22,1,9729.44,1254.725693,0,0,2,0
1660,11.82576277,83,0,1277.42,1312.700259,0,1,2,0
3151,10.44121,42,2,30891.62,1181.546499,0,0,1,0
1623,3.105986433,71,1,24059.17,1040.342682,0,0,2,0
5609,61.47987,80,0,41893.09,5356.753961,0,1,1,0
8532,64.9377,29,1,105294.0,6066.547252,1,0,2,0
5802,61.54602,19,2,27844.19,5668.159085,0,0,1,0
5306,49.78137,67,1,83791.29,4465.392448,1,0,1,1
7086,66.50164,18,0,31018.0,6236.645806,0,0,1,0
8897,65.12124,41,2,4551.4,5858.190319,0,1,1,0
7488,49.54115,52,1,26556.47,4279.082635,0,1,2,0
9615,61.57299,40,1,130319.3,5702.684165,0,0,2,0
9217,59.01705,74,2,30439.25,5524.916473,1,0,1,0
1672,3.060553536,44,1,23703.95,644.1045211,0,0,2,0
2358,2.477945,23,1,116086.2,612.0541917,0,1,2,1
8467,38.58318,84,0,17260.93,3296.618156,1,0,2,0
274,2.585228303,41,3,56154.5,394.0148722,0,0,2,0
2473,2.446064,74,2,29602.2,1066.183659,0,1,1,0
5489,67.2235,25,0,30352.63,6015.544544,0,0,1,0
4771,12.28997,58,0,9245.84,1388.750133,1,0,2,0
2107,8.182907,77,1,53235.48,1178.372362,0,0,2,0
7500,56.78316,70,0,16131.26,5299.638224,0,0,1,0
4414,8.324816,89,2,20456.18,809.618878,0,1,1,0
8138,71.48941,30,0,117867.2,6233.66124,1,1,1,0
8660,56.21975,77,3,25259.64,4844.197414,0,0,2,0
8239,57.06365,24,2,18336.35,5117.897337,0,0,2,0
2417,11.63009,23,0,47956.52,1687.100467,0,0,0,0
8771,69.657,60,1,41164.66,6959.755373,0,0,2,0
2236,4.970731,52,0,70459.21,1450.54664,2,0,2,0
3767,14.11275,77,3,26775.75,1761.872716,0,0,1,0
9791,70.18048,58,2,54388.32,6176.901388,0,0,1,1
9989,54.37898,51,3,25432.25,4546.313629,2,1,2,0
9965,46.87556,35,0,51608.52,4368.754806,1,0,1,0
7323,47.30434,72,2,74964.31,4610.488208,0,0,1,0
1383,5.812856338,23,1,42479.0,1076.076012,0,0,2,0
3101,10.31129,75,1,29712.43,1128.898886,0,0,0,0
3921,4.655119,52,2,81482.8,843.1843931,0,0,1,0
6685,71.57518,88,0,23319.4,6517.6079,1,0,2,0
3194,8.373701,67,0,20657.67,1362.599478,1,0,1,0
1941,9.660168743,60,2,13719.94,1510.790984,1,0,2,0
7713,67.75523,31,1,50599.12,6479.599891,0,1,1,0
4896,11.12081,23,3,22588.39,1321.610648,1,0,2,0
4782,13.17784,44,1,36991.79,1407.673878,0,0,2,1
1496,29.68889421,58,0,38871.97,2674.084451,1,0,2,0
1957,14.21751959,70,1,12895.65,1906.330177,0,0,1,0
9171,63.85056,32,1,39798.55,5731.179041,0,1,2,1
9745,48.99944,22,1,55503.23,4249.008184,1,0,2,0
7332,60.89564,67,0,23372.7,5696.26264,0,1,2,0
7949,67.8068,86,1,34511.01,6677.609286,2,0,1,1
3017,14.26274,75,0,23086.45,1355.025651,0,1,1,0
6746,67.32648,55,0,24076.33,5696.824115,0,0,2,1
513,13.65776694,26,0,159315.5,2140.402985,1,1,2,1
3934,8.160495,20,3,56427.16,1689.545339,0,1,1,0
3025,1.813125,53,1,67156.75,492.3321314,1,0,2,0
1199,3.811416865,47,0,85147.06,1023.702263,0,0,2,0
5028,64.71488,23,0,39706.57,5979.686067,0,1,1,0
9784,60.1263,55,1,14519.05,5681.82435,1,1,1,0
921,8.277054038,75,0,28704.22,1320.132625,0,0,1,0
4649,7.965702,36,1,34999.62,1311.801862,2,0,2,0
5332,53.77863,56,1,135891.8,5017.361668,0,1,2,0
1076,10.03360917,43,0,74719.96,1091.751973,0,1,2,1
6768,54.46857,69,1,47385.23,4775.063711,0,0,1,0
9410,66.64969,89,0,22524.43,5931.491211,0,0,1,0
1671,4.304076015,34,1,20283.95,1071.920592,2,0,0,1
474,9.493585403,26,0,72490.86,1781.692875,0,1,2,0
9186,56.54849,36,1,23826.48,4972.468459,1,0,2,0
8839,60.93346,41,0,58545.72,5888.45156,1,0,1,0
5758,62.56058,78,1,74885.9,5830.300597,0,0,2,0
6297,55.76858,31,2,99873.57,5150.603073,0,0,2,0
2478,20.13722,74,0,75295.21,2083.650225,0,1,2,0
5493,63.04335,35,0,36965.48,5662.285046,1,1,1,0
3914,5.145314,82,1,49527.05,972.1523011,1,0,1,0
2138,9.37017,52,1,31637.52,1428.317482,0,0,2,0
5454,49.90782,37,1,44792.39,4475.105272,1,1,2,0
5379,63.38899,89,1,16303.01,5972.05769,0,0,2,0
8985,59.47664,37,2,19268.4,5919.136057,0,1,2,0
4023,15.49592,26,0,20770.05,2116.26369,0,0,1,1
3485,11.31749,62,2,61174.45,1585.841616,1,0,2,0
2455,5.23657,55,2,45830.71,1322.686843,0,0,1,0
2464,11.49687,32,1,16170.08,1068.577042,1,1,2,0
8696,61.8783,68,1,23962.0,5662.202015,1,0,1,0
1369,21.63512984,20,0,40057.18,2211.379038,0,0,1,0
6688,66.8244,66,2,83878.86,5746.58453,0,0,1,1
7456,40.50993,32,1,46946.66,4213.964063,0,0,2,0
9974,70.20568,57,0,43317.31,6468.605224,0,0,2,0
1901,2.596050259,57,2,21062.25,817.8995329,0,0,1,0
4871,15.33595,34,1,17638.9,2065.691215,2,0,2,1
4710,10.48384,70,0,68023.12,1488.721642,0,0,2,1
7886,53.06052,51,0,61269.37,4967.50972,0,1,2,0
1793,1.921647847,67,1,61039.69,695.6222319,1,0,1,0
2874,16.56847,43,0,45989.68,2528.759994,1,0,2,0
6217,60.20609,73,1,14325.51,5379.896069,0,0,1,0
5213,65.28334,26,3,23084.24,5529.433476,1,0,2,0
2245,2.734669,60,1,44650.63,1228.5527,0,1,1,0
1741,8.482460246,71,1,29709.19,1364.133317,0,0,2,0
1020,15.0349197,84,0,126236.18,1604.372091,2,0,1,0
705,19.28424826,66,1,18893.5,1982.131752,0,0,2,0
4294,18.601,50,1,37146.88,2291.446991,1,1,1,0
5576,62.84931,72,3,73130.15,5249.465143,0,0,1,0
7166,60.35977,87,1,46680.14,5796.781424,0,0,2,1
8177,59.52332,27,2,29935.05,5443.98404,0,1,1,0
908,7.176700824,75,1,7862.38,649.8383392,1,0,1,0
5193,66.46762,47,1,40906.5,6516.610972,0,0,1,1
3077,11.15074,31,1,22985.19,1768.733372,0,0,2,0
9366,59.13489,77,2,74732.97,6078.532596,0,0,1,0
594,5.30268427,28,0,88915.15,1051.833922,1,1,2,0
5304,69.54744,82,0,30980.48,6049.865594,0,0,1,0
440,3.364993591,70,0,54961.9,1149.108155,0,1,1,0
7606,70.90494,44,0,9669.27,6370.632284,1,1,1,0
4092,9.062033,63,1,11247.62,1116.289401,2,0,1,1
6134,49.28233,89,3,45697.72,4179.222967,0,1,1,0
10,19.26726194,23,0,22580.7,2728.767869,2,0,2,0
3776,12.50785,28,2,39954.22,1667.975198,1,0,0,0
8999,64.61898,69,1,50817.75,5623.819353,1,0,2,0
3708,5.213752,64,1,61022.41,567.5523212,0,1,2,0
3780,4.297488,73,1,17942.27,1402.733623,1,0,1,0
93,19.75096265,32,1,15841.19,2481.385603,1,0,1,0
9239,69.82047,25,1,48299.76,6339.601147,0,0,2,0
3949,11.9008,53,0,7162.12,991.6569518,0,0,2,0
5785,61.75654,89,3,12747.26,5237.396005,1,0,2,0
4870,6.749571,45,2,41911.7,1145.946987,0,0,1,1
4802,21.49074,55,0,14676.6,2886.678944,0,0,2,1
4867,2.825046,64,0,10595.27,569.8410423,0,1,1,0
292,9.640061615,40,1,39468.79,1698.465833,1,0,2,0
7888,62.55541,41,1,28238.85,5812.466707,1,0,1,0
7405,41.14853,77,0,34004.09,3916.615527,1,0,1,0
5595,41.58309,77,2,62758.96,3819.338688,0,1,1,0
2886,13.49323,41,0,12005.02,1406.307337,0,0,2,0
6454,49.50534,86,0,10803.89,4531.562513,1,0,2,0
2542,29.62966,74,0,22793.73,2913.842578,1,0,1,0
1765,1.042724425,76,0,53247.58,871.6644442,1,0,2,0
6800,39.4081,88,1,4346.53,4299.70522,0,0,1,0
1877,8.209710913,81,2,21599.91,975.7615787,0,0,2,0
1981,26.68008793,60,1,67448.07,2552.12106,0,0,1,0
9729,64.6373,60,0,38067.68,5838.570725,1,0,1,1
9608,42.22849,59,2,60081.33,3767.366577,1,0,1,0
2685,4.534721,55,1,57944.08,761.9139877,0,0,1,0
8930,57.68543,86,1,57801.81,5300.70659,0,0,1,0
3458,17.19789,67,3,58435.78,1630.702145,0,0,1,1
4541,4.83427,53,0,21579.33,1159.364961,1,0,2,0
2178,3.383778,64,2,47079.18,762.0564475,0,0,1,0
4450,5.891019,47,2,5570.57,1294.614623,0,0,1,0
3859,6.072026,53,0,48176.26,1154.151996,0,1,2,0
7623,56.41476,72,2,46457.36,5013.697903,0,0,2,0
7654,63.90452,44,2,23083.74,6165.207912,0,0,1,0
4519,22.28926,44,1,34790.72,2068.186228,0,0,2,0
2517,8.619877,41,3,17089.71,1687.301468,0,0,2,0
4836,7.579944,50,3,8015.32,1258.840915,0,0,1,0
2885,19.6274,40,1,11923.86,1756.84915,1,0,2,0
7281,57.07901,55,2,23381.3,4991.10888,0,0,1,0
6255,57.04917,81,0,38768.11,4856.597445,0,0,2,0
4539,8.592449,43,4,14233.75,1099.38854,1,1,2,0
5639,59.85396,45,1,48863.25,5305.602924,1,1,1,0
9459,58.87612,24,1,14692.76,5198.878568,0,0,2,0
3481,8.369827,40,1,36582.97,1134.541267,1,1,1,0
1277,14.39399314,48,2,34372.27,1681.813552,1,1,1,0
3146,6.566149,79,2,117185.4,776.2140464,0,0,1,1
8262,54.97976,71,0,92399.2,5116.164536,0,0,2,0
3205,4.532646,73,1,35562.1,713.5720629,0,1,1,0
9892,66.82584,89,0,73006.74,6422.525635,0,0,1,1
2742,8.527084,60,0,21497.29,1322.914498,1,0,1,0
6076,68.5356,57,2,55499.61,5854.161999,0,0,2,0
4047,14.71579,37,3,5289.83,2044.702772,1,1,2,0
5731,65.95332,27,0,33704.46,6282.463563,0,0,1,0
2945,12.24574,76,0,34492.59,1822.961538,0,0,1,0
5790,70.17488,56,1,4666.08,6134.697014,0,0,1,0
6794,54.0886,60,1,51546.63,5064.97133,0,1,1,0
6543,40.87895,30,2,25035.79,4194.277707,0,0,0,0
700,9.84141211,81,2,62921.94,1511.1388,0,1,2,0
3574,7.303501,46,2,63127.05,1477.901329,0,0,2,0
7699,62.02081,78,1,45433.92,5300.449639,1,1,1,0
2515,14.04801,64,0,17126.28,1507.684892,0,0,1,0
3000,7.916586,25,0,26190.19,1259.881706,1,1,0,0
5820,66.70369,62,1,33247.66,5859.752162,0,1,1,0
8581,62.27601,70,0,3971.37,5244.15561,0,1,1,0
3684,20.86192,63,1,19384.87,1943.299733,0,0,2,1
2995,10.72393,38,1,8461.79,1934.182617,0,0,1,0
4252,9.022068,80,0,60866.81,997.2010554,0,0,2,0
3411,9.29979,71,1,72962.35,1093.745962,1,1,2,0
7962,67.70405,70,0,25666.63,6348.304776,0,0,2,0
6309,45.22375,18,0,50066.53,4048.902387,1,1,1,0
8611,70.83727,66,0,35478.83,5990.24437,0,1,1,1
5012,50.73425,78,0,13172.44,4815.278288,2,1,1,0
7750,56.45798,35,0,12521.22,5380.320825,1,0,2,0
5979,65.29336,24,2,28922.97,5993.021537,0,0,1,0
4048,8.462764,81,2,23156.69,783.1783931,0,1,2,0
4899,4.377435,20,2,38845.48,981.8469749,1,0,2,1
1318,24.0737635,74,1,67521.69,2410.11164,0,0,1,0
9772,44.15083,54,0,40958.69,3988.109354,2,0,2,0
9137,69.85281,54,2,92291.31,6656.287,0,0,1,0
7142,64.94284,62,0,81559.65,5953.457873,0,0,2,0
1897,7.434237932,56,0,61901.7,989.3430051,0,0,1,0
7465,67.3458,47,3,51475.44,6320.777008,1,1,2,0
603,16.18199957,73,1,55081.63,1602.254193,0,0,2,0
2846,8.0239,61,0,68284.56,867.8924387,0,0,1,0
8207,42.32324,88,1,56876.26,3503.174329,2,0,2,1
393,5.988505209,66,0,78272.96,1007.289786,0,1,1,0
4436,8.209844,40,0,38294.57,1635.02715,0,0,2,1
9447,71.17766,40,2,74781.03,6053.109934,0,0,1,0
7234,68.61879,29,1,26286.9,6159.246097,1,1,2,0
5398,55.28921,56,1,63774.11,5530.883577,0,1,2,1
95,4.672610857,29,0,24270.88,1158.91369,0,0,2,0
1662,2.552193205,52,0,78085.72,913.9152886,0,0,2,0
8970,43.52477,83,1,14545.96,3713.937564,0,0,1,0
5130,60.38138,84,1,24026.7,5319.773541,0,0,2,1
1488,7.413563684,88,1,16307.08,1248.345698,1,1,2,0
8316,54.59144,71,1,10922.91,4971.679712,1,0,1,0
2707,10.39542,51,1,18347.2,1581.59431,0,1,2,0
1595,8.659495781,75,2,45412.84,1090.460081,0,0,2,0
9277,57.64074,61,0,82071.68,5101.277891,0,0,2,0
2377,9.933523,19,2,43839.96,1853.873709,0,0,2,1
5140,61.35427,40,0,31429.51,5725.876807,1,1,1,0
6147,59.97525,79,1,45578.06,5135.332591,0,0,2,1
8241,55.29606,45,2,20316.98,4824.342843,0,1,0,0
3948,5.733719,68,0,45530.8,918.1830814,1,1,2,1
3933,7.369734,24,3,42008.27,1622.201707,1,0,1,0
4797,17.19189,57,1,33572.8,2297.2034,2,0,2,0
4372,19.30476,66,0,31680.85,2668.981332,0,0,1,0
9862,56.54679,52,0,18634.63,5615.375487,0,1,1,0
8242,56.3981,71,1,68803.52,4899.24202,0,1,2,1
3448,10.50792,32,0,26939.34,1335.96148,1,0,1,0
2943,10.91353,32,0,91022.36,1163.07255,0,1,2,0
2465,3.761061,41,2,58940.98,1151.905186,1,0,2,0
8582,65.06621,33,0,45795.23,5889.077769,0,1,2,0
5506,64.45957,79,2,13663.98,5611.443086,1,0,2,0
2698,17.55759,76,1,57675.63,2258.203171,0,0,1,1
2447,19.06753,82,1,46121.72,2215.644479,0,0,1,1
19,12.80615845,23,1,19494.75,1954.080809,0,0,1,0
2748,8.295192,27,0,34162.04,1332.732935,1,0,2,0
5399,57.56766,45,0,28847.47,4968.328024,1,1,1,0
8078,58.73351,51,1,13269.12,5625.88893,2,0,2,0
6871,62.99218,27,0,52554.28,6318.070535,1,0,1,0
4708,9.875391,31,2,36500.99,1478.755528,0,0,1,0
9476,71.06048,28,0,78087.75,6055.61999,1,0,0,0
809,5.823321565,41,0,43329.35,1590.329883,2,1,1,0
7477,67.4709,77,0,48838.86,6044.78701,0,0,2,1
2273,15.88923,81,2,50836.65,2018.432674,3,0,1,0
1923,5.220501553,80,0,26760.18,684.7417744,0,0,2,0
1470,1.262037303,78,1,38294.87,668.5567922,1,0,2,0
7934,69.78016,24,0,47522.52,6744.437459,1,0,2,0
7407,57.43857,67,1,23180.99,5327.251383,1,1,1,0
2406,4.867834,64,1,58347.69,718.2708269,0,0,1,0
1142,13.98469679,81,2,30434.99,1795.290082,0,0,2,0
1747,6.403155881,76,1,73422.83,862.0866469,0,0,2,0
5709,66.00149,57,2,12602.8,5956.933654,0,1,1,0
4975,9.900255,25,1,55074.9,1195.35168,0,0,2,0
7300,56.53814,22,1,47461.38,5126.470699,0,1,1,0
8148,69.60418,89,2,68319.38,5695.706857,1,0,2,0
2833,5.447689,83,0,23567.27,885.0263451,2,0,2,0
3131,2.123318,24,1,48005.6,583.6805521,0,0,2,0
1310,3.685081574,72,1,34217.69,539.9859818,0,0,1,0
8650,57.51975,31,2,68058.4,5385.294842,1,1,2,0
6774,71.73682,24,1,19121.4,6557.092992,1,1,1,1
6756,65.66308,24,0,108072.0,5911.270713,0,0,2,1
620,11.38939562,84,0,63725.44,1499.600891,0,0,1,0
2701,15.2198,51,0,48969.64,1429.845787,0,1,2,1
2199,4.927273,82,2,30801.14,1075.114258,1,1,0,0
6196,66.28837,71,4,14975.47,6022.470272,3,1,1,1
8824,70.42068,18,1,29670.11,6314.533192,1,1,1,0
1046,4.486607929,38,1,4109.71,1088.786574,0,0,1,1
5768,65.12119,44,1,43864.93,6021.415503,3,0,1,0
9947,57.62812,72,2,5540.32,4905.287249,0,0,2,0
9019,62.70815,37,1,67068.72,5463.517233,0,0,2,0
743,1.322671871,43,1,18534.37,318.0435078,0,0,2,0
222,10.28430068,51,2,19974.4,1616.908193,0,0,2,0
3149,6.281821,21,0,64204.39,965.039948,0,1,2,0
625,7.110141173,53,2,12782.07,894.626194,1,0,2,0
9334,57.23085,43,0,20037.47,4975.669515,1,0,2,0
7566,46.92377,55,0,81140.88,4583.54052,1,1,2,0
4582,9.042296,37,1,50998.43,1852.013833,0,0,1,0
5711,66.19811,56,3,23021.26,6136.96562,0,0,1,0
3284,1.932645,18,0,44641.21,1102.197408,1,0,1,0
7585,71.76063,65,0,109653.3,6604.249533,1,0,2,0
9646,49.09017,32,1,42900.48,5006.112648,0,0,2,1
1530,15.6930298,79,1,10457.26,1538.239707,0,0,2,0
9685,58.53134,21,1,118340.8,5831.502124,1,0,1,0
353,7.825845378,68,2,122263.81,863.0820861,0,1,2,0
2474,2.464275,83,1,37471.31,1030.224777,0,1,1,0
8013,46.38121,23,2,66612.08,4278.637138,0,0,2,1
6475,66.60339,26,0,5277.14,5717.95214,1,0,2,0
6449,62.08441,52,2,42433.77,5465.207911,0,0,1,0
239,16.59325254,61,0,15930.45,2229.268031,1,1,1,1
2625,8.03514,29,2,36470.53,798.0189824,1,1,2,1
9786,71.23142,39,0,19910.19,6108.901598,0,0,2,0
7198,69.91626,35,3,12366.54,6087.466768,0,0,1,0
7692,60.45619,61,1,7297.34,5921.781561,2,0,2,0
2997,10.24306,31,0,31715.37,1364.913066,0,0,2,0
6440,67.55012,60,2,73479.87,6500.761531,3,0,1,0
4562,2.691911,70,0,7257.49,347.3046722,0,0,2,0
8614,41.36314,85,2,51630.71,4048.983361,1,0,1,0
1479,3.797689495,56,1,42197.88,1304.571599,0,0,2,0
1018,4.319159918,49,0,3836.01,1065.450757,0,0,2,0
3094,3.046588,37,0,35801.05,793.3207298,0,0,1,0
6182,56.01033,38,0,78123.58,5190.911924,0,0,1,0
4960,10.90429,77,0,67829.44,1507.261366,0,0,2,0
8492,71.99418,28,0,25747.86,6458.177025,0,0,1,0
1103,6.435331488,32,0,68188.8,749.3268907,0,0,1,0
6081,44.49898,46,1,31612.9,4321.771592,0,1,0,1
9525,61.50738,27,2,5062.75,5447.398068,0,0,1,0
5190,45.27484,54,0,7806.55,3843.2286,0,0,2,1
4181,4.892174,41,4,60646.06,829.160544,1,0,1,0
4467,2.426747,21,1,20057.8,1385.269228,2,0,1,0
1626,11.58448327,24,0,118120.16,2054.101088,0,0,1,1
6717,42.15567,77,1,7462.83,3726.308369,1,0,1,0
3798,12.28371,44,0,131265.4,1873.849553,0,0,1,0
3053,11.31382,27,0,89747.43,1391.452254,1,1,2,0
2867,13.96391,76,2,71560.17,1745.07852,0,0,1,0
1432,3.19677148,65,0,20617.44,831.5573687,2,1,2,1
7983,52.95931,56,3,42369.14,4666.095949,1,0,2,0
9346,65.43822,44,2,24200.77,5815.077393,0,1,1,0
9419,58.01097,81,1,22319.36,4996.932332,0,0,1,0
4076,7.269016,27,1,68836.22,1670.890036,0,0,2,0
217,16.03360405,33,1,52143.7,2153.778421,1,0,2,0
3555,16.08074,57,1,125660.1,2310.814138,0,0,1,0
7936,58.50038,62,1,23498.57,5264.752684,1,0,2,0
8421,60.98195,80,0,14009.63,5725.421883,0,1,2,0
1034,4.354733929,51,1,55625.04,680.5565136,2,0,1,0
3773,4.745801,76,0,29614.14,1236.530575,0,1,1,0
4132,4.351173,67,2,7041.99,1037.103018,0,1,2,0
2335,4.244854,25,0,39681.63,829.6494763,3,1,1,0
6492,55.15375,55,3,17176.02,5413.024984,0,0,1,0
1482,20.13119126,88,0,21816.78,2214.953933,0,0,2,0
906,3.105139512,59,0,46728.49,809.979871,1,1,1,0
6088,69.93388,79,3,8197.24,6328.715655,0,0,2,1
6466,58.01836,75,2,16897.14,5472.923809,0,0,1,0
5676,68.00844,63,0,20532.33,5785.21074,0,1,1,0
2770,10.51089,73,1,25946.0,1287.261282,0,0,2,0
1805,8.210220142,34,0,26175.68,1496.482536,0,1,1,0
7374,45.15306,34,0,30483.16,4037.157006,0,1,0,0
2114,7.831744,78,2,103435.7,1016.19707,0,0,2,0
4534,15.4522,74,1,10992.6,1213.799389,1,0,2,0
2531,14.39213,84,1,55179.21,1765.073078,0,0,0,0
8525,62.59584,37,0,112961.8,5694.262968,1,1,1,0
3470,3.152098,50,0,59610.65,696.7035556,0,0,1,0
1402,3.868738215,32,3,55523.0,686.8335296,0,0,2,1
852,4.784582646,23,0,4064.62,1038.488303,0,1,2,0
3082,2.168042,86,0,62709.94,782.6074848,0,0,1,1
8024,60.19463,55,2,70752.94,5736.061108,1,0,1,0
7565,54.41265,71,0,27757.33,5115.759017,0,1,1,0
5529,70.634,26,0,44343.75,6104.035524,2,0,1,0
7854,58.97078,43,1,42589.53,5510.361577,0,1,1,0
4932,8.91671,70,2,10832.15,1024.783162,0,0,1,0
5159,71.34414,44,0,61704.19,6361.142706,0,1,1,0
9715,71.25391,86,0,11554.38,6123.114677,0,1,1,0
3846,6.893142,35,1,26987.5,1250.575676,0,0,2,0
6483,44.60033,26,0,37990.93,4966.413605,0,1,1,0
747,7.607475355,69,3,61475.04,1150.859858,1,0,1,0
3034,18.24928,51,1,36149.29,2515.478194,0,0,2,0
347,13.62832619,79,1,26204.77,2270.749222,0,0,1,0
3351,5.179771,30,2,20652.62,1283.308128,0,1,1,0
2864,6.067975,86,1,35615.92,722.5123131,1,0,2,0
2167,5.237873,86,2,17274.61,1249.287563,1,0,1,0
6954,65.22868,51,2,68142.47,6094.328303,0,0,1,0
6209,65.68601,29,1,20544.64,5779.189603,0,0,2,0
2777,18.47356,87,3,18914.81,2030.890872,1,0,1,0
1441,1.550200335,34,1,49399.04,507.3968121,1,0,1,0
5657,71.9056,83,1,12886.92,6535.810581,0,0,2,0
9657,63.48022,35,3,71970.6,6064.83626,0,0,2,0
3027,18.47081,22,1,63286.15,2382.03067,0,1,2,0
6117,49.04885,22,3,44598.46,4432.458176,1,0,1,0
2483,14.44636,64,1,53517.12,1572.076515,0,0,1,0
2882,22.24529,55,1,13210.96,2004.460047,0,0,1,0
5561,53.66219,78,1,38511.78,4838.973661,1,0,2,0
763,5.711646401,89,1,13756.31,544.0000763,0,0,2,0
6481,54.28015,35,1,21977.29,5047.950436,0,1,2,0
1616,21.04742054,42,3,18470.04,2154.298838,1,0,1,0
1222,6.862244054,32,0,20436.28,1476.644914,0,0,1,0
8664,69.67964,64,2,56884.01,6806.914428,0,1,2,0
6221,51.06149,33,3,19016.55,5144.987347,0,1,1,1
1576,2.355538593,80,0,23041.14,778.2707384,0,0,2,0
9391,66.83137,41,0,34754.46,6140.647609,1,0,2,0
6350,45.26675,76,1,105425.1,4172.285397,0,0,2,0
3782,15.58596,62,0,172372.2,1749.548835,0,1,2,1
4374,1.849221,25,3,30324.88,778.5344798,1,0,1,0
708,10.49916723,38,1,68180.35,1924.891176,1,0,1,0
509,9.039309605,22,0,16874.68,1134.880009,0,0,2,0
2954,25.11299,74,0,50656.38,2275.551071,1,0,1,0
7537,70.62749,65,1,9019.07,6863.899773,0,1,1,0
6338,67.33827,41,1,21939.33,6127.89199,0,1,1,0
8922,64.20551,38,1,63669.74,5581.981954,2,0,2,1
7063,46.83595,39,2,23584.17,4491.233024,0,0,2,0
7162,69.35044,32,0,29283.21,6080.464463,1,0,2,1
7371,61.45515,57,1,4547.32,5486.72348,0,0,1,0
6828,53.02619,23,0,28578.65,4494.849931,0,0,2,1
